drug1,drug2,text,label
dupilumab,ketoprofen,developed a lupus-like erythematous maculopapular rash on the periocular and malar regions following ketoprofen intake,1
Etoricoxib,EE (Ethinylestradiol),"Recent clinical evidence showed increased EE exposure following coadministration with the SULT1E1 inhibitors etoricoxib and ziritaxestat, highlighting the need to expand the PBPK model to allow for predictions of SULT1E1-mediated DDIs.",1
Ziritaxestat,EE (Ethinylestradiol),"Recent clinical evidence showed increased EE exposure following coadministration with the SULT1E1 inhibitors etoricoxib and ziritaxestat, highlighting the need to expand the PBPK model to allow for predictions of SULT1E1-mediated DDIs.",1
"Dicaffeoylquinic acids (ICAA, ICAB, 1,5-DCQA)",Warfarin,"The three components of Erigeron breviscapus, ICAA, ICAB, and 1,5-DCQA can enhance anticoagulation of warfarin by altering its pharmacokinetic and pharmacodynamic characteristics.",1
remdesivir,cyclosporine A,"remdesivir and GS-704277 exposures increased 2-fold and 3-fold, respectively, while GS-441524 was unchanged.",1
remdesivir,midazolam,single-dose remdesivir increased midazolam C,1
amiodarone,apixaban,concomitant amiodarone use increasing AUC,1
Silodosin,Abiraterone acetate (AA),"At ¼ IC₅₀ doses, the combination retained efficacy using markedly reduced concentrations-16.72 µM AA (8-fold reduction) and 11.04 mM silodosin (5-fold reduction).",1
PGFA,BAB,Component NMA revealed antagonism between PGFA plus BAB (1.26 mmHg),0
PGFA,ROCKI,Component NMA revealed antagonism between PGFA plus ROCKI (0.84),0
PGFA,CAI,The synergy of PGFA plus CAI suggested a promising avenue for new combinations.,0
severe DDI,ED visit,"any severe DDI exposure was associated with an increased risk of ED visit at wave 3 (aRR = 1.49 [95%CI: 1.11, 2.00]) and wave 4 (aRR = 1.40 [1.02, 1.91])",1
severe DDI,QoL,"any severe DDI exposure was associated with worse QoL at wave 3 (β = -1.22 [-2.24, -0.20])",1
severe DDI,functional decline,"any severe DDI exposure was associated with increased risk of functional decline at wave 2 (RR = 1.37 [1.08, 1.74])",1
DDIs which increase bleeding risk,ED visit,"individuals with DDIs which increase bleeding risk had greatest risk of ED visit (wave 1: aRR = 1.95 [1.22, 3.10]; wave 3: aRR = 1.82 [1.02, 3.31])",1
DDIs which increase bleeding risk,functional decline,"individuals with DDIs which increase bleeding risk had greatest risk of functional decline (wave 3: aRR = 2.00 [1.05, 3.81])",1
contraindicated DDI,QoL,"those with a contraindicated DDI had worse QoL at wave 1 (β = -3.48 [-6.95, -0.01]) and wave 5 (β = -8.50[-11.00, -6.00])",1
ketoconazole,gepirone,"The metabolism of gepirone in the presence of ketoconazole, a potent inhibitor of human CYP3A activity, was studied in vitro in human liver microsomes.",1
ketoconazole,1-PP and 3'-OH-gepirone formation,coincubation of gepirone with increasing concentrations of ketoconazole produced extensive inhibition of 1-PP and 3'-OH-gepirone formation,1
Ketoconazole,Rosiglitazone,inhibit rosiglitazone metabolism by 52%,1
Troleandomycin,Rosiglitazone,inhibit rosiglitazone metabolism by 40%,1
Pioglitazone,Arachidonic acid,impairing renal function,1
Gemfibrozil,Pioglitazone,further increases pioglitazone's area under the curve (AUC) threefold by inhibiting CYP2C8,1
Rosiglitazone,Pravastatin,"enhancing pravastatin uptake at low concentrations but inhibiting it at higher levels, affecting plasma levels",1
Troglitazone,Rosuvastatin,"reducing hepatic delivery and efficacy, necessitating strategic drug combinations",1
Inhibitors of such molecules,corresponding substrates,can cause toxic levels of the corresponding substrates,1
Inducers,corresponding substrates,might produce subtherapeutic concentrations,1
Risperidone,Escitalopram,"The Risp+Esc group had a significantly lower mean PDC for anticholinergics compared with the Risp+CYP2D6i group (47.3% vs. 56.4%; F = 23.98, P < .0001)",1
Risperidone,Fluoxetine/Paroxetine,"The Risp+CYP2D6i group had a significantly higher mean PDC for anticholinergics compared with the Risp+Esc group (56.4% vs. 47.3%; F = 23.98, P < .0001)",1
Aripiprazole,Fluoxetine/Paroxetine,"Conversely, no significant difference was observed between the Arip+CYP2D6i and Arip+Esc groups (26.1% vs. 28.6%; F = 1.47, P = .225)",1
Zolpidem,Risperidone + Fluoxetine/Paroxetine,The use of zolpidem was also significantly higher in both CYP2D6i groups.,1
Mood Stabilizers,Risperidone + Fluoxetine/Paroxetine,The use of mood stabilizers was also significantly higher in both CYP2D6i groups.,1
Posaconazole,Tacrolimus,"Posaconazole also inhibits CYP3A4, affecting tacrolimus metabolism.",1
Letermovir,CYP2C9 and CYP2C19,Letermovir is an inducer of CYP2C9 and CYP2C19.,1
Letermovir,CYP3A4,"Letermovir, a moderate inhibitor of CYP3A4",0
Rivaroxaban,Aspirin,He was developed severe gastrointestinal bleeding during administration of oral rivaroxaban combined with aspirin.,1
carbamazepine,edoxaban,"The patient's regular use of carbamazepine, a strong enzyme inducer, further complicated anticoagulant selection due to its potential to reduce DOAC effectiveness.",1
Topical vitamin D3 analogs,Thiazide diuretics,These findings suggest a possible drug-drug interaction between topical vitamin D3 analogs and oral thiazide diuretics in the development of hypercalcemia.,1
Topical vitamin D3 analogs,Loop diuretics,"Age ≥ 70 years, concomitant use of thiazide or loop diuretics, and chronic kidney disease were identified as factors associated with increased reporting of hypercalcemia.",1
cimetidine,"serotonin, tyramine, 1-methylhistamine, 5-amino valeric acid betaine, and 4-guanidinobutanoic acid","treatment with cimetidine... decreased the renal excretion of serotonin, tyramine, 1-methylhistamine, 5-amino valeric acid betaine, and 4-guanidinobutanoic acid",1
clarithromycin,mavacamten,The CYP3A4 inhibitory effect of clarithromycin likely resulted in accumulation of mavacamten...,1
Rosuvastatin,Green tea extract,Both rosuvastatin LSMs detected interactions with the green tea extract.,1
Rosuvastatin,Goldenseal,"Conflicting results regarding interactions with goldenseal and soy isoflavones were observed, with changes in exposure ranging from 11% to 14%. ",1
Rosuvastatin,Soy isoflavones,"Conflicting results regarding interactions with goldenseal and soy isoflavones were observed, with changes in exposure ranging from 11% to 14%. ",1
fluoxetine,neurologic drugs metabolized by CYP isoenzymes,"Some newer antidepressants, such as fluoxetine, paroxetine, fluvoxamine, duloxetine, and bupropion, are moderate to potent inhibitors of various cytochrome P450 (CYP) isoenzymes...",1
paroxetine,neurologic drugs metabolized by CYP isoenzymes,"Some newer antidepressants, such as fluoxetine, paroxetine, fluvoxamine, duloxetine, and bupropion, are moderate to potent inhibitors of various cytochrome P450 (CYP) isoenzymes...",1
fluvoxamine,neurologic drugs metabolized by CYP isoenzymes,"Some newer antidepressants, such as fluoxetine, paroxetine, fluvoxamine, duloxetine, and bupropion, are moderate to potent inhibitors of various cytochrome P450 (CYP) isoenzymes...",1
duloxetine,neurologic drugs metabolized by CYP isoenzymes,"Some newer antidepressants, such as fluoxetine, paroxetine, fluvoxamine, duloxetine, and bupropion, are moderate to potent inhibitors of various cytochrome P450 (CYP) isoenzymes...",1
bupropion,neurologic drugs metabolized by CYP isoenzymes,"Some newer antidepressants, such as fluoxetine, paroxetine, fluvoxamine, duloxetine, and bupropion, are moderate to potent inhibitors of various cytochrome P450 (CYP) isoenzymes...",1
serotonergic antidepressants,monoamine-oxidase-B inhibitors,...can precipitate potentially fatal serotonin syndrome when co-administered with monoamine-oxidase-B inhibitors...,1
serotonergic antidepressants,triptans,...can precipitate potentially fatal serotonin syndrome when co-administered with triptans;,1
ritonavir,tacrolimus,which significantly increased tacrolimus exposure due to dual inhibition of tacrolimus metabolism by ritonavir and fluconazole,1
fluconazole,tacrolimus,due to dual inhibition of tacrolimus metabolism by ritonavir and fluconazole,1
Omeprazole,Fluconazole,"The combined use of omeprazole and fluconazole was linked to an increased risk of myopathy (adjusted odds ratio [AOR] = 1.75, 95% confidence interval [CI]: 1.17-2.63, p = 0.007)",1
dordaviprone,itraconazole,The simulated increase in dordaviprone AUC and Cmax (4.6- and 1.7-fold) following administration of multiple doses of itraconazole was consistent with the observed values (4.4- and 1.9-fold).,1
dordaviprone,erythromycin,"All PBPK-simulated changes in dordaviprone plasma exposure when administered with CYP3A4 moderate (erythromycin, fluconazole) and weak (cimetidine) inhibitors...",1
dordaviprone,fluconazole,"All PBPK-simulated changes in dordaviprone plasma exposure when administered with CYP3A4 moderate (erythromycin, fluconazole) and weak (cimetidine) inhibitors...",1
dordaviprone,cimetidine,"All PBPK-simulated changes in dordaviprone plasma exposure when administered with CYP3A4 moderate (erythromycin, fluconazole) and weak (cimetidine) inhibitors...",1
dordaviprone,efavirenz,"All PBPK-simulated changes in dordaviprone plasma exposure when administered with CYP3A4 moderate (erythromycin, fluconazole) and weak (cimetidine) inhibitors, and moderate (efavirenz) and strong (rifampicin) inducers were consistent with their CYP3A4 potency classification...",1
dordaviprone,rifampicin,"All PBPK-simulated changes in dordaviprone plasma exposure when administered with CYP3A4 moderate (erythromycin, fluconazole) and weak (cimetidine) inhibitors, and moderate (efavirenz) and strong (rifampicin) inducers were consistent with their CYP3A4 potency classification...",1
dordaviprone,CYP3A4 Inducers,"Due to changes in dordaviprone plasma exposure when co-administered with CYP3A4 inhibitors, dordaviprone dose adjustments may be necessary; CYP3A4 inducers should be avoided.",1
Doxorubicin (DOX),Trastuzumab (TmAb),Multiplicative and additive relationships characterized drug interactions to reflect the enhanced cardiotoxicity seen with DOX + TmAb.,1
fenfluramine (FFA),potassium bromide (BR),Close monitoring of BR levels is crucial to minimize the risk of adverse events.,1
hydromorphone,clonazepam,High-risk sedative pairs in frail individuals included hydromorphone-clonazepam (Observed-to-Expected ratio: 3.07; interaction severity: D),1
amitriptyline,oxycodone,High-risk sedative pairs in frail individuals included amitriptyline-oxycodone (Observed-to-Expected ratio: 1.92; severity: D),1
quetiapine,citalopram,High-risk sedative pairs in frail individuals included quetiapine-citalopram (Observed-to-Expected ratio: 2.12; severity: D),1
gabapentin,hydroxyzine,"Prefrail individuals had intermediate-risk combinations, including gabapentin-hydroxyzine (Observed-to-Expected ratio: 3.58; severity: D)",1
clobazam,levetiracetam,"Prefrail individuals had intermediate-risk combinations, including clobazam-levetiracetam (Observed-to-Expected ratio: 81.5; severity: C)",1
amitriptyline,pregabalin,"Robust individuals showed fewer and lower-risk patterns, such as amitriptyline-pregabalin (Observed-to-Expected ratio: 4.00; severity: C)",1
ritonavir,tacrolimus,Ritonavir is a CYP3A irreversible inhibitor,1
nirmatrelvir/ritonavir,tacrolimus,The recommended dose strategy is to hold tacrolimus during nirmatrelvir/ritonavir treatment,1
N-desethylamiodarone,Digoxin,"For patients with a CLcr ≤30 mL/min and an N-desethylamiodarone concentration >600 ng/mL, a daily dose of 0.03125 mg is recommended because of reduced digoxin clearance.",1
Amiodarone,Digoxin,"In the simulation, the proportion of patients with values in the toxic range was high at 0.125 mg daily among patients taking amiodarone.",1
Ivermectin,Piperaquine,Compounds that had a substantial DDI effect on the in vitro metabolism of ivermectin included piperaquine (98%)...,1
Ivermectin,Mefloquine,Compounds that had a substantial DDI effect on the in vitro metabolism of ivermectin included mefloquine (91%)...,1
Ivermectin,Chloroquine,Compounds that had a substantial DDI effect on the in vitro metabolism of ivermectin included chloroquine (76%)...,1
Ivermectin,Proguanil,Compounds that had a substantial DDI effect on the in vitro metabolism of ivermectin included proguanil (60%)...,1
Ivermectin,Lumefantrine,Compounds that had a substantial DDI effect on the in vitro metabolism of ivermectin included lumefantrine (51%)...,1
Ivermectin,Atovaquone,Compounds that a partial DDI effect on the in vitro metabolism of ivermectin included atovaquone (48%)...,1
Ivermectin,Artesunate,Compounds that a partial DDI effect on the in vitro metabolism of ivermectin included artesunate (27%)...,1
Ivermectin,Pyronaridine,Compounds that a partial DDI effect on the in vitro metabolism of ivermectin included pyronaridine (25%)...,1
